Day_of_Week,Time_of_Booking,Days_Before_Travel,Train_Popularity,Season,Travel_Class,Num_Passengers,Booking_Type,Waiting_List_Position,Ticket_Confirmed
Fri,Evening,48,High,Normal,Sleeper,2,Normal,66,0
Fri,Evening,89,Low,Normal,1AC,3,Normal,31,1
Mon,Evening,87,High,Normal,Sleeper,2,Tatkal,47,1
Sat,Morning,103,High,Holiday,Sleeper,2,Normal,24,1
Fri,Evening,54,Low,Festival,Sleeper,1,Normal,48,0
Sun,Night,3,High,Normal,Sleeper,1,Tatkal,94,0
Wed,Night,48,High,Holiday,3AC,3,Normal,19,1
Thu,Evening,73,Low,Normal,3AC,2,Tatkal,79,1
Mon,Morning,97,Medium,Normal,1AC,3,Normal,58,0
Thu,Evening,43,Low,Festival,1AC,5,Normal,51,0
Sun,Night,28,Medium,Holiday,1AC,1,Normal,49,1
Fri,Night,25,Medium,Festival,1AC,4,Normal,24,0
Fri,Night,82,Low,Normal,2AC,1,Normal,58,0
Sun,Afternoon,84,Low,Holiday,2AC,2,Tatkal,47,1
Mon,Night,82,High,Holiday,Sleeper,2,Normal,69,1
Wed,Evening,60,High,Festival,1AC,5,Normal,52,0
Tue,Night,39,Low,Holiday,2AC,5,Normal,45,1
Mon,Morning,101,High,Normal,Sleeper,1,Tatkal,75,0
Tue,Afternoon,18,High,Festival,2AC,5,Normal,49,0
Sun,Morning,81,Low,Festival,Sleeper,4,Tatkal,34,0
Sat,Night,13,Medium,Holiday,3AC,4,Tatkal,89,0
Tue,Afternoon,34,Medium,Holiday,Sleeper,4,Normal,4,0
Wed,Afternoon,81,Medium,Normal,1AC,4,Tatkal,20,0
Sat,Afternoon,91,Low,Festival,1AC,2,Tatkal,90,0
Tue,Night,18,Medium,Holiday,3AC,3,Normal,95,0
Sun,Morning,88,Medium,Holiday,3AC,4,Normal,65,1
Sat,Night,78,Low,Festival,1AC,3,Normal,82,0
Sun,Afternoon,111,Medium,Festival,Sleeper,5,Normal,85,0
Tue,Night,112,Medium,Festival,Sleeper,2,Normal,74,1
Sun,Afternoon,2,High,Festival,2AC,4,Tatkal,80,0
Wed,Afternoon,86,Medium,Holiday,3AC,1,Tatkal,66,1
Tue,Afternoon,49,High,Festival,Sleeper,2,Normal,23,0
Tue,Night,108,Medium,Festival,Sleeper,2,Tatkal,44,1
Tue,Night,11,Medium,Normal,3AC,2,Normal,23,1
Mon,Afternoon,95,High,Holiday,3AC,5,Tatkal,85,0
Mon,Evening,114,Medium,Festival,Sleeper,3,Normal,50,1
Mon,Morning,53,High,Holiday,Sleeper,2,Tatkal,82,0
Wed,Afternoon,91,High,Festival,2AC,2,Tatkal,42,1
Sat,Afternoon,97,Low,Normal,Sleeper,1,Tatkal,23,0
Sun,Afternoon,64,Medium,Festival,3AC,1,Normal,16,0
Fri,Afternoon,9,Low,Festival,1AC,1,Normal,31,0
Tue,Afternoon,113,High,Normal,Sleeper,1,Normal,22,0
Sun,Evening,26,Medium,Normal,1AC,1,Normal,74,0
Tue,Night,75,Medium,Festival,2AC,4,Normal,67,1
Wed,Evening,108,High,Festival,3AC,4,Tatkal,100,1
Tue,Afternoon,99,High,Holiday,Sleeper,2,Tatkal,17,1
Mon,Afternoon,116,Medium,Festival,1AC,4,Tatkal,82,1
Fri,Afternoon,96,Medium,Normal,2AC,2,Normal,0,1
Thu,Night,67,Low,Festival,2AC,3,Normal,29,1
Tue,Morning,20,Medium,Normal,Sleeper,5,Normal,98,1
Sun,Morning,19,High,Holiday,Sleeper,4,Normal,37,0
Mon,Evening,113,Low,Holiday,2AC,5,Normal,50,1
Thu,Evening,16,Low,Normal,3AC,1,Normal,6,0
Fri,Morning,115,High,Holiday,2AC,3,Normal,36,1
Thu,Afternoon,45,Medium,Holiday,3AC,4,Normal,7,1
Mon,Night,33,Medium,Holiday,Sleeper,3,Tatkal,52,1
Sat,Evening,77,Low,Festival,Sleeper,1,Normal,47,1
Sat,Night,9,High,Festival,3AC,4,Normal,36,1
Thu,Afternoon,120,Low,Holiday,2AC,1,Tatkal,76,1
Wed,Afternoon,19,Low,Festival,2AC,4,Tatkal,51,0
Sun,Evening,63,Medium,Holiday,2AC,1,Normal,78,1
Sun,Morning,61,Medium,Normal,3AC,1,Tatkal,82,1
Thu,Morning,98,High,Festival,3AC,4,Normal,26,0
Tue,Morning,78,Low,Festival,2AC,3,Normal,7,1
Tue,Afternoon,38,High,Festival,1AC,4,Tatkal,70,1
Sun,Afternoon,90,High,Normal,3AC,4,Tatkal,26,1
Sun,Night,61,Medium,Holiday,Sleeper,4,Tatkal,22,1
Sat,Night,78,Low,Normal,1AC,3,Normal,95,1
Wed,Night,82,Low,Festival,2AC,3,Tatkal,18,1
Mon,Afternoon,89,High,Festival,3AC,2,Tatkal,28,0
Tue,Morning,11,High,Normal,1AC,5,Tatkal,78,0
Sun,Afternoon,23,High,Festival,3AC,3,Normal,95,0
Sat,Night,52,Low,Normal,3AC,2,Tatkal,24,0
Fri,Night,99,Medium,Holiday,1AC,2,Tatkal,83,0
Sat,Night,32,High,Holiday,2AC,5,Tatkal,42,0
Tue,Night,68,High,Holiday,2AC,2,Normal,31,1
Tue,Evening,72,Low,Holiday,3AC,5,Normal,17,1
Sat,Night,103,Medium,Normal,Sleeper,1,Tatkal,19,0
Mon,Afternoon,77,Medium,Festival,3AC,1,Normal,76,0
Thu,Evening,45,Medium,Festival,2AC,4,Normal,57,0
Tue,Morning,99,High,Festival,2AC,2,Normal,26,1
Sat,Afternoon,88,Low,Festival,3AC,4,Tatkal,98,0
Sun,Afternoon,6,Low,Normal,3AC,4,Tatkal,100,1
Sat,Morning,97,Medium,Normal,2AC,1,Tatkal,82,0
Wed,Afternoon,42,Low,Normal,1AC,4,Normal,95,1
Thu,Evening,6,Medium,Festival,1AC,5,Tatkal,11,0
Fri,Morning,94,High,Holiday,Sleeper,1,Tatkal,26,0
Mon,Evening,115,Low,Holiday,2AC,1,Normal,61,1
Fri,Night,60,Medium,Holiday,1AC,3,Normal,36,0
Thu,Morning,31,Low,Holiday,2AC,5,Normal,16,0
Thu,Evening,84,High,Festival,1AC,2,Tatkal,10,0
Thu,Night,112,High,Normal,3AC,1,Normal,28,0
Fri,Evening,58,Low,Festival,Sleeper,1,Tatkal,77,1
Sun,Evening,78,Low,Normal,1AC,5,Normal,45,1
Thu,Afternoon,29,High,Normal,3AC,4,Normal,21,0
Sat,Night,3,High,Normal,1AC,4,Normal,72,1
Fri,Afternoon,33,Low,Holiday,Sleeper,5,Normal,64,0
Thu,Night,8,Medium,Holiday,3AC,2,Normal,94,1
Sat,Night,59,Medium,Holiday,3AC,2,Tatkal,18,0
Sun,Afternoon,75,Medium,Normal,2AC,1,Normal,82,1
Wed,Afternoon,93,High,Normal,3AC,1,Tatkal,54,1
Sun,Afternoon,23,High,Normal,3AC,2,Tatkal,36,0
Thu,Night,114,High,Holiday,1AC,2,Tatkal,47,0
Fri,Night,54,Medium,Holiday,2AC,2,Tatkal,98,0
Tue,Night,118,Medium,Normal,2AC,5,Tatkal,97,0
Thu,Night,28,Medium,Festival,3AC,4,Tatkal,12,0
Tue,Night,53,High,Normal,1AC,3,Tatkal,73,0
Sat,Night,50,High,Holiday,3AC,3,Tatkal,32,0
Wed,Evening,120,Medium,Holiday,2AC,1,Normal,38,1
Mon,Afternoon,120,Low,Festival,Sleeper,3,Tatkal,64,1
Sun,Night,21,High,Holiday,2AC,4,Tatkal,93,1
Wed,Evening,98,High,Normal,Sleeper,2,Tatkal,97,1
Thu,Morning,19,Low,Normal,Sleeper,4,Tatkal,8,1
Tue,Evening,36,High,Normal,3AC,4,Tatkal,73,0
Sun,Afternoon,104,High,Holiday,Sleeper,1,Normal,93,1
Tue,Morning,50,Low,Holiday,3AC,3,Normal,69,0
Fri,Night,72,Low,Holiday,3AC,5,Tatkal,20,1
Tue,Afternoon,116,High,Normal,3AC,3,Normal,5,0
Fri,Morning,85,High,Normal,Sleeper,2,Tatkal,39,0
Sat,Evening,49,Low,Normal,1AC,2,Normal,46,1
Sun,Morning,79,Low,Holiday,2AC,4,Normal,37,1
Sun,Afternoon,65,Low,Normal,1AC,4,Tatkal,79,0
Mon,Morning,61,Medium,Festival,Sleeper,4,Tatkal,47,0
Thu,Evening,43,Low,Holiday,Sleeper,4,Normal,58,0
Fri,Morning,113,Low,Normal,3AC,2,Tatkal,76,1
Mon,Evening,22,Medium,Festival,1AC,2,Normal,8,1
Tue,Morning,92,Medium,Festival,1AC,4,Normal,42,1
Tue,Evening,10,Low,Holiday,1AC,5,Normal,41,1
Mon,Evening,53,High,Festival,3AC,2,Tatkal,96,0
Sun,Evening,54,Medium,Festival,2AC,1,Tatkal,66,0
Tue,Night,60,Low,Normal,3AC,2,Tatkal,77,0
Sat,Evening,98,High,Holiday,1AC,2,Normal,29,1
Sat,Afternoon,51,High,Festival,Sleeper,1,Tatkal,44,0
Mon,Evening,21,Low,Holiday,Sleeper,3,Normal,90,1
Fri,Night,2,Low,Holiday,Sleeper,2,Normal,34,1
Fri,Night,110,Medium,Holiday,3AC,4,Normal,76,1
Mon,Afternoon,75,High,Holiday,1AC,4,Normal,35,1
Fri,Evening,64,High,Holiday,1AC,5,Normal,73,0
Sun,Night,117,High,Festival,Sleeper,3,Normal,29,0
Sun,Night,57,Low,Holiday,2AC,5,Normal,97,0
Fri,Morning,42,Low,Holiday,3AC,2,Tatkal,82,1
Sat,Morning,89,Low,Normal,3AC,4,Tatkal,9,1
Fri,Afternoon,97,High,Holiday,2AC,3,Normal,8,1
Sun,Morning,60,Medium,Festival,1AC,3,Tatkal,99,0
Wed,Evening,118,High,Holiday,1AC,2,Tatkal,67,0
Thu,Morning,92,Low,Normal,2AC,4,Tatkal,26,0
Tue,Night,52,High,Holiday,Sleeper,3,Tatkal,17,0
Wed,Afternoon,109,Low,Festival,3AC,3,Tatkal,37,1
Fri,Morning,32,High,Normal,1AC,4,Normal,50,0
Sat,Afternoon,95,High,Festival,3AC,5,Tatkal,86,1
Mon,Evening,24,Low,Normal,1AC,1,Normal,36,0
Fri,Evening,49,Medium,Holiday,1AC,4,Normal,18,1
Sat,Morning,113,High,Festival,Sleeper,5,Tatkal,16,0
Thu,Morning,46,High,Holiday,1AC,4,Normal,12,0
Fri,Morning,57,Low,Holiday,Sleeper,1,Normal,2,0
Sun,Night,99,Low,Holiday,Sleeper,1,Normal,95,0
Mon,Evening,65,Low,Holiday,1AC,5,Tatkal,4,1
Sat,Night,78,High,Normal,Sleeper,1,Tatkal,97,1
Sat,Morning,12,Medium,Normal,1AC,2,Normal,41,0
Sat,Evening,41,Low,Holiday,Sleeper,1,Tatkal,4,1
Thu,Night,14,Low,Festival,3AC,2,Tatkal,69,0
Fri,Night,5,Low,Festival,Sleeper,4,Tatkal,41,0
Thu,Afternoon,84,High,Festival,1AC,4,Tatkal,11,1
Tue,Night,41,High,Festival,1AC,2,Tatkal,52,0
Tue,Morning,89,Medium,Normal,3AC,4,Tatkal,35,1
Fri,Morning,34,Medium,Normal,1AC,1,Tatkal,32,0
Sun,Night,108,Medium,Holiday,1AC,2,Normal,77,1
Thu,Afternoon,81,Medium,Festival,Sleeper,1,Tatkal,0,1
Mon,Afternoon,5,High,Holiday,3AC,3,Normal,45,0
Sat,Afternoon,77,High,Normal,2AC,5,Tatkal,6,1
Sat,Night,17,Medium,Festival,1AC,3,Normal,33,0
Fri,Night,42,Low,Festival,1AC,3,Tatkal,8,1
Sun,Afternoon,19,Medium,Festival,2AC,2,Tatkal,13,1
Tue,Night,78,High,Normal,2AC,5,Normal,36,1
Tue,Evening,52,Medium,Holiday,Sleeper,4,Tatkal,85,0
Sat,Morning,108,Medium,Normal,Sleeper,5,Tatkal,20,0
Fri,Night,47,Low,Festival,Sleeper,3,Tatkal,55,0
Thu,Evening,26,Medium,Holiday,2AC,2,Tatkal,9,1
Tue,Night,87,High,Holiday,Sleeper,4,Normal,98,0
Thu,Evening,75,Low,Festival,2AC,2,Tatkal,12,1
Sun,Afternoon,0,High,Holiday,1AC,5,Normal,23,1
Tue,Morning,118,Low,Normal,1AC,3,Normal,62,1
Tue,Night,13,Medium,Holiday,3AC,1,Normal,26,1
Wed,Evening,117,Low,Normal,Sleeper,5,Normal,38,1
Tue,Evening,31,Medium,Festival,1AC,2,Tatkal,91,1
Mon,Afternoon,66,Low,Holiday,3AC,3,Tatkal,86,1
Fri,Morning,9,Medium,Holiday,3AC,1,Tatkal,44,0
Fri,Morning,25,Low,Holiday,1AC,3,Normal,1,1
Thu,Morning,94,Medium,Festival,3AC,5,Normal,14,0
Sun,Evening,73,High,Festival,2AC,4,Normal,31,1
Tue,Night,64,Low,Festival,1AC,4,Normal,67,0
Mon,Night,49,Low,Normal,3AC,2,Normal,46,0
Thu,Afternoon,48,High,Holiday,Sleeper,2,Normal,23,0
Wed,Morning,31,High,Normal,Sleeper,2,Tatkal,22,0
Thu,Night,82,Low,Holiday,2AC,4,Tatkal,64,0
Thu,Evening,64,High,Festival,3AC,3,Tatkal,61,0
Tue,Evening,25,High,Festival,2AC,3,Normal,28,1
Wed,Morning,68,High,Festival,3AC,5,Tatkal,30,0
Thu,Afternoon,25,High,Festival,Sleeper,3,Tatkal,41,0
Mon,Afternoon,101,High,Normal,2AC,4,Normal,95,1
Mon,Morning,64,Medium,Normal,Sleeper,2,Tatkal,71,1
Fri,Evening,93,High,Normal,2AC,1,Normal,87,1
Wed,Afternoon,112,High,Holiday,1AC,3,Tatkal,13,1
Wed,Evening,11,Medium,Normal,2AC,4,Normal,28,1
Fri,Evening,99,High,Holiday,3AC,4,Normal,99,1
Thu,Night,35,High,Normal,1AC,2,Tatkal,62,0
Wed,Afternoon,23,Low,Holiday,3AC,1,Tatkal,93,1
Mon,Evening,41,Low,Normal,1AC,3,Normal,87,0
Mon,Night,54,Low,Holiday,3AC,1,Normal,21,1
Tue,Evening,54,Medium,Festival,Sleeper,2,Normal,48,1
Wed,Morning,88,Low,Festival,2AC,1,Tatkal,11,0
Thu,Afternoon,7,High,Festival,Sleeper,1,Normal,81,0
Fri,Evening,75,Low,Festival,Sleeper,5,Normal,27,0
Fri,Afternoon,60,High,Normal,3AC,4,Normal,9,0
Thu,Night,26,High,Normal,1AC,3,Tatkal,76,0
Sun,Afternoon,75,High,Normal,3AC,2,Tatkal,3,0
Sat,Evening,62,Medium,Festival,3AC,3,Normal,2,0
Tue,Afternoon,31,Medium,Normal,3AC,3,Normal,35,1
Fri,Morning,59,High,Normal,3AC,5,Normal,56,0
Wed,Morning,34,High,Festival,1AC,4,Tatkal,29,0
Tue,Night,15,Medium,Normal,2AC,5,Tatkal,69,1
Wed,Evening,35,Low,Normal,Sleeper,4,Tatkal,14,0
Sun,Afternoon,55,Low,Festival,Sleeper,1,Tatkal,36,0
Mon,Night,29,Low,Holiday,1AC,5,Normal,5,1
Tue,Night,100,Low,Normal,Sleeper,5,Tatkal,19,1
Fri,Evening,31,High,Holiday,1AC,2,Normal,19,0
Tue,Afternoon,78,Low,Normal,1AC,5,Normal,71,1
Tue,Night,20,High,Holiday,2AC,3,Normal,70,0
Tue,Night,55,High,Festival,2AC,3,Normal,80,0
Sat,Evening,39,Medium,Holiday,2AC,2,Tatkal,89,0
Tue,Evening,92,Low,Holiday,3AC,4,Tatkal,46,1
Wed,Night,53,Low,Normal,2AC,2,Tatkal,61,1
Mon,Afternoon,29,Medium,Festival,3AC,4,Tatkal,31,0
Sun,Night,88,Medium,Festival,1AC,5,Normal,17,1
Thu,Morning,19,High,Holiday,1AC,1,Normal,20,0
Tue,Evening,73,Low,Festival,3AC,4,Normal,89,1
Fri,Morning,94,High,Normal,2AC,2,Tatkal,63,0
Tue,Afternoon,0,Low,Festival,2AC,1,Normal,9,1
Fri,Evening,73,Low,Festival,2AC,5,Tatkal,84,1
Wed,Afternoon,17,High,Holiday,Sleeper,4,Tatkal,84,0
Fri,Morning,112,Medium,Normal,3AC,5,Normal,24,0
Thu,Afternoon,99,Low,Festival,3AC,3,Tatkal,39,0
Mon,Evening,56,Low,Holiday,3AC,3,Tatkal,71,0
Fri,Morning,58,Medium,Festival,Sleeper,3,Tatkal,9,1
Fri,Evening,117,Medium,Festival,1AC,2,Tatkal,91,1
Mon,Morning,12,High,Festival,2AC,3,Tatkal,86,0
Thu,Night,31,High,Normal,2AC,5,Normal,21,1
Tue,Afternoon,85,Medium,Normal,3AC,2,Normal,37,1
Fri,Afternoon,69,High,Holiday,Sleeper,2,Tatkal,49,0
Mon,Evening,32,High,Festival,1AC,5,Tatkal,5,1
Wed,Night,64,High,Festival,2AC,5,Normal,5,0
Mon,Evening,2,Low,Festival,3AC,1,Tatkal,40,0
Wed,Evening,4,Low,Holiday,2AC,2,Tatkal,7,1
Thu,Morning,113,Medium,Holiday,3AC,5,Tatkal,90,0
Tue,Night,90,High,Festival,Sleeper,4,Tatkal,62,0
Mon,Morning,11,Low,Normal,2AC,2,Tatkal,49,1
Sun,Evening,32,Low,Festival,2AC,2,Tatkal,78,1
Sun,Morning,104,High,Holiday,2AC,3,Normal,69,1
Sat,Morning,26,High,Festival,3AC,1,Tatkal,3,0
Fri,Afternoon,112,High,Festival,3AC,2,Normal,98,0
Thu,Night,12,Low,Holiday,Sleeper,3,Normal,78,0
Mon,Afternoon,109,Medium,Festival,3AC,5,Normal,21,0
Sun,Night,74,Low,Holiday,2AC,3,Normal,7,1
Fri,Afternoon,74,Medium,Holiday,2AC,4,Normal,94,1
Sun,Evening,35,Low,Festival,3AC,2,Normal,63,0
Mon,Afternoon,104,Low,Holiday,1AC,5,Tatkal,5,1
Wed,Night,57,High,Festival,Sleeper,4,Normal,58,0
Mon,Night,63,High,Holiday,3AC,4,Tatkal,81,0
Sat,Night,49,Medium,Holiday,3AC,3,Normal,26,0
Mon,Afternoon,50,Low,Normal,1AC,5,Tatkal,31,0
Mon,Morning,3,Low,Festival,2AC,4,Tatkal,60,1
Sat,Afternoon,43,Medium,Holiday,1AC,1,Tatkal,86,0
Thu,Morning,17,Medium,Normal,1AC,4,Normal,66,1
Mon,Afternoon,17,Low,Festival,1AC,2,Normal,94,0
Sat,Evening,91,Medium,Holiday,3AC,2,Normal,13,1
Fri,Evening,5,High,Festival,2AC,4,Normal,40,0
Wed,Afternoon,58,Medium,Festival,Sleeper,2,Tatkal,3,0
Wed,Afternoon,62,Low,Normal,Sleeper,5,Normal,63,1
Mon,Afternoon,42,High,Holiday,Sleeper,5,Tatkal,37,0
Thu,Evening,68,High,Normal,Sleeper,3,Normal,66,1
Thu,Morning,111,Low,Holiday,1AC,1,Normal,69,1
Fri,Night,74,High,Festival,2AC,4,Tatkal,34,0
Mon,Morning,68,High,Normal,Sleeper,2,Tatkal,80,1
Wed,Afternoon,8,High,Festival,Sleeper,3,Tatkal,11,0
Thu,Evening,22,High,Normal,2AC,3,Normal,55,0
Mon,Night,10,Medium,Festival,Sleeper,4,Normal,7,1
Sun,Morning,60,Medium,Holiday,Sleeper,3,Normal,86,0
Thu,Afternoon,78,High,Holiday,Sleeper,3,Tatkal,42,1
Sat,Evening,88,Low,Normal,1AC,1,Normal,46,1
Sun,Evening,16,Low,Normal,2AC,5,Tatkal,3,1
Thu,Night,49,Medium,Festival,2AC,2,Normal,7,1
Wed,Morning,52,Low,Normal,1AC,4,Normal,90,0
Tue,Evening,89,Medium,Holiday,3AC,2,Normal,96,1
Sun,Afternoon,13,Medium,Normal,1AC,3,Tatkal,2,0
Fri,Afternoon,38,High,Festival,3AC,2,Tatkal,90,0
Fri,Night,119,Medium,Normal,Sleeper,3,Tatkal,3,1
Wed,Morning,54,Medium,Normal,1AC,1,Normal,69,1
Thu,Evening,111,Low,Normal,3AC,1,Tatkal,15,0
Mon,Night,8,Low,Holiday,Sleeper,1,Normal,70,0
Thu,Morning,62,Medium,Holiday,Sleeper,5,Tatkal,18,0
Wed,Morning,26,Medium,Holiday,Sleeper,4,Tatkal,83,1
Fri,Evening,34,High,Holiday,Sleeper,2,Tatkal,42,0
Thu,Night,90,Medium,Normal,Sleeper,3,Normal,47,1
Fri,Night,116,Low,Festival,2AC,1,Tatkal,75,0
Sun,Night,79,Medium,Normal,1AC,2,Normal,100,1
Mon,Night,59,High,Normal,Sleeper,1,Normal,90,1
Sun,Morning,85,Medium,Normal,Sleeper,3,Tatkal,24,0
Fri,Night,29,Low,Festival,Sleeper,2,Normal,3,0
Fri,Night,89,Medium,Festival,2AC,3,Normal,83,0
Tue,Evening,102,High,Holiday,Sleeper,2,Tatkal,35,1
Tue,Afternoon,38,Low,Festival,3AC,4,Tatkal,56,0
Sun,Morning,51,Medium,Normal,Sleeper,1,Tatkal,21,1
Sat,Evening,96,Medium,Holiday,2AC,4,Tatkal,75,1
Sun,Evening,103,High,Holiday,3AC,3,Tatkal,67,0
Tue,Evening,57,Low,Festival,3AC,1,Normal,67,0
Fri,Morning,64,Medium,Holiday,2AC,1,Tatkal,14,1
Wed,Afternoon,75,High,Normal,Sleeper,5,Normal,64,0
Sun,Morning,80,Low,Holiday,2AC,1,Normal,50,1
Fri,Night,88,Medium,Festival,Sleeper,4,Tatkal,22,1
Wed,Afternoon,28,Medium,Holiday,3AC,2,Tatkal,80,1
Wed,Morning,57,High,Normal,3AC,5,Normal,33,0
Tue,Morning,41,Medium,Normal,1AC,1,Normal,11,0
Sun,Night,27,Low,Holiday,3AC,5,Normal,75,1
Thu,Morning,82,Low,Holiday,1AC,3,Normal,38,1
Mon,Afternoon,104,High,Normal,1AC,2,Tatkal,90,1
Tue,Evening,9,Medium,Normal,2AC,4,Normal,63,1
Tue,Morning,10,Low,Festival,1AC,5,Normal,17,1
Thu,Morning,73,High,Festival,2AC,1,Normal,52,0
Mon,Afternoon,59,High,Normal,3AC,1,Normal,74,1
Fri,Morning,29,High,Festival,1AC,4,Tatkal,19,0
Sat,Evening,48,Medium,Holiday,Sleeper,4,Tatkal,91,1
Sun,Night,70,High,Normal,1AC,1,Normal,91,1
Sat,Night,68,Medium,Holiday,1AC,1,Tatkal,43,0
Fri,Night,59,High,Festival,3AC,5,Tatkal,37,0
Tue,Evening,27,Low,Festival,Sleeper,4,Normal,77,0
Mon,Night,19,Medium,Festival,2AC,1,Normal,73,1
Tue,Afternoon,95,Low,Festival,Sleeper,1,Tatkal,91,0
Wed,Afternoon,58,High,Festival,1AC,1,Normal,18,0
Tue,Evening,11,Medium,Normal,2AC,3,Normal,56,1
Tue,Evening,4,Low,Holiday,1AC,2,Tatkal,39,0
Fri,Evening,29,Medium,Festival,2AC,2,Normal,46,1
Fri,Afternoon,32,High,Normal,1AC,5,Normal,37,1
Fri,Evening,9,Medium,Festival,1AC,1,Tatkal,78,1
Sat,Evening,38,Medium,Normal,3AC,4,Normal,87,1
Wed,Night,90,Medium,Holiday,3AC,5,Normal,14,0
Fri,Evening,75,Medium,Festival,Sleeper,3,Tatkal,61,1
Mon,Morning,65,High,Holiday,1AC,3,Tatkal,72,1
Sat,Night,93,Medium,Festival,1AC,2,Normal,43,0
Thu,Afternoon,59,High,Holiday,2AC,4,Tatkal,32,1
Mon,Afternoon,40,Medium,Normal,3AC,1,Tatkal,69,0
Sun,Afternoon,68,Low,Festival,1AC,2,Tatkal,18,0
Sun,Night,36,Medium,Normal,1AC,5,Normal,29,1
Mon,Afternoon,77,High,Normal,2AC,2,Normal,5,0
Fri,Night,114,Low,Festival,2AC,3,Normal,33,1
Thu,Night,89,Low,Festival,2AC,3,Tatkal,20,0
Thu,Morning,113,Low,Festival,3AC,5,Normal,46,0
Sat,Morning,7,High,Holiday,3AC,4,Normal,84,0
Thu,Morning,94,High,Normal,3AC,5,Tatkal,83,1
Sun,Morning,56,Low,Festival,3AC,3,Tatkal,11,1
Wed,Morning,66,High,Normal,Sleeper,4,Tatkal,5,1
Fri,Afternoon,27,Low,Holiday,Sleeper,5,Tatkal,72,0
Thu,Afternoon,13,Medium,Normal,Sleeper,3,Tatkal,81,0
Sat,Afternoon,10,Low,Normal,2AC,1,Normal,97,0
Sun,Morning,28,High,Holiday,1AC,5,Normal,44,0
Wed,Evening,103,Low,Holiday,2AC,2,Normal,86,1
Tue,Afternoon,53,Low,Normal,Sleeper,2,Tatkal,55,0
Tue,Afternoon,75,Medium,Holiday,Sleeper,3,Normal,47,1
Wed,Evening,106,High,Normal,3AC,3,Normal,11,0
Sun,Morning,8,Low,Festival,3AC,5,Normal,71,1
Sat,Night,35,High,Normal,2AC,3,Normal,1,1
Wed,Evening,18,High,Festival,Sleeper,4,Normal,82,0
Fri,Evening,6,High,Normal,Sleeper,2,Tatkal,24,0
Fri,Afternoon,16,Medium,Holiday,3AC,1,Tatkal,2,1
Tue,Afternoon,47,High,Festival,1AC,3,Normal,91,0
Thu,Morning,50,High,Festival,Sleeper,1,Normal,16,0
Sat,Night,86,High,Holiday,Sleeper,4,Normal,62,1
Tue,Night,75,Medium,Holiday,1AC,4,Tatkal,4,1
Thu,Evening,70,High,Normal,Sleeper,2,Tatkal,45,1
Thu,Morning,88,High,Festival,Sleeper,3,Normal,74,0
Fri,Night,77,Medium,Normal,Sleeper,5,Normal,64,1
Sun,Evening,57,Medium,Holiday,3AC,2,Tatkal,38,0
Mon,Afternoon,94,Low,Holiday,1AC,2,Tatkal,38,0
Sun,Night,88,High,Holiday,1AC,2,Normal,99,1
Mon,Evening,74,Low,Normal,1AC,4,Tatkal,69,0
Wed,Night,74,Medium,Festival,3AC,3,Tatkal,76,0
Fri,Morning,6,High,Normal,Sleeper,4,Tatkal,77,0
Thu,Evening,106,Low,Normal,3AC,5,Tatkal,70,0
Sat,Morning,61,Medium,Normal,Sleeper,2,Tatkal,49,0
Mon,Evening,66,High,Festival,Sleeper,2,Normal,72,1
Sun,Afternoon,14,Medium,Holiday,3AC,4,Tatkal,92,0
Thu,Night,66,Low,Holiday,1AC,2,Tatkal,24,1
Mon,Afternoon,52,Medium,Festival,3AC,3,Normal,88,0
Mon,Morning,40,Low,Normal,Sleeper,2,Tatkal,99,0
Mon,Night,16,Medium,Holiday,Sleeper,4,Normal,62,0
Sat,Afternoon,112,High,Normal,3AC,4,Tatkal,83,0
Fri,Evening,56,Low,Holiday,2AC,1,Normal,74,1
Sat,Evening,43,Medium,Holiday,Sleeper,1,Tatkal,83,0
Tue,Afternoon,70,High,Holiday,2AC,4,Tatkal,27,1
Thu,Night,74,Medium,Holiday,3AC,2,Normal,12,0
Fri,Morning,63,High,Normal,Sleeper,3,Tatkal,82,0
Fri,Evening,109,Low,Holiday,1AC,1,Tatkal,34,1
Fri,Morning,19,High,Normal,Sleeper,5,Normal,49,1
Sun,Night,0,Medium,Festival,2AC,5,Tatkal,16,0
Fri,Night,95,Medium,Normal,2AC,3,Tatkal,20,1
Sat,Evening,101,Medium,Holiday,2AC,4,Normal,70,0
Fri,Morning,120,Low,Normal,1AC,3,Normal,76,0
Wed,Night,117,Medium,Festival,Sleeper,4,Tatkal,100,0
Thu,Morning,84,High,Normal,Sleeper,2,Tatkal,27,1
Fri,Evening,30,Medium,Festival,1AC,2,Normal,19,1
Thu,Evening,16,Medium,Festival,1AC,4,Tatkal,2,0
Wed,Night,88,High,Normal,1AC,5,Tatkal,87,0
Wed,Night,40,Medium,Holiday,3AC,2,Normal,17,1
Thu,Morning,96,Medium,Festival,Sleeper,2,Normal,67,0
Mon,Night,75,High,Normal,Sleeper,3,Normal,68,1
Tue,Evening,115,Low,Holiday,3AC,3,Tatkal,37,1
Sun,Night,27,Low,Normal,3AC,2,Normal,40,1
Mon,Afternoon,48,High,Festival,2AC,2,Normal,92,0
Mon,Evening,89,Low,Festival,1AC,4,Normal,96,1
Sat,Morning,99,High,Normal,1AC,5,Normal,62,1
Sun,Night,54,High,Festival,3AC,2,Normal,22,0
